Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantimaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_18	InflictCount	Healing	Target
216	Return	5	216	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
217	Present	5	217	True	0	0	1	1	90	15	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
218	Frustration	5	218	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
219	Safeguard	5	219	True	0	11	0	0	101	25	0	0	0	0	0	0	0	0	0	0	124	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideSelf
220	Pain Split	5	220	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
221	Sacred Fire	5	221	False	9	4	1	100	95	5	0	0	0	4	50	1	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
222	Magnitude	5	222	False	4	0	1	1	100	30	0	0	0	0	0	0	0	0	0	0	126	0	0	4	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AllAdjacent
223	Dynamic Punch	5	223	True	1	4	1	100	50	5	0	0	0	6	100	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
224	Megahorn	5	224	True	6	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
225	Dragon Breath	5	225	True	15	4	2	60	100	20	0	0	0	1	30	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
226	Baton Pass	5	226	True	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	127	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
227	Encore	5	227	True	0	13	0	0	100	5	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
228	Pursuit	5	228	False	16	0	1	40	100	20	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
229	Rapid Spin	5	229	True	0	7	1	50	100	40	0	0	0	0	0	0	0	0	0	0	129	0	0	0	5	0	0	1	0	0	100	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
230	Sweet Scent	5	230	True	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	24	0	0	5	7	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
231	Iron Tail	5	231	True	8	6	1	100	75	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	30	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
232	Metal Claw	5	232	True	8	7	1	50	95	35	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	1	0	0	10	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
233	Vital Throw	5	233	True	1	0	1	70	101	10	255	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
234	Morning Sun	5	234	True	0	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
235	Synthesis	5	235	True	11	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
236	Moonlight	5	236	True	17	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
237	Hidden Power	5	237	False	0	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
238	Cross Chop	5	238	True	1	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
239	Twister	5	239	True	15	0	2	40	100	20	0	0	0	0	0	0	0	0	0	20	146	0	0	5	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
240	Rain Dance	5	240	True	10	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	136	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
241	Sunny Day	5	241	True	9	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	137	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
242	Crunch	5	242	True	16	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	20	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
243	Mirror Coat	5	243	True	13	0	2	1	100	20	251	0	0	0	0	0	0	0	0	0	144	0	0	13	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Counter
244	Psych Up	5	244	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
245	Extreme Speed	5	245	True	0	0	1	80	100	5	2	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
246	Ancient Power	5	246	True	5	7	2	60	100	5	0	0	0	0	0	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
247	Shadow Ball	5	247	True	7	6	2	80	100	15	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	255	0	0	20	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
248	Future Sight	5	248	True	13	13	2	120	100	10	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
249	Rock Smash	5	249	True	1	6	1	40	100	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	50	0	0	70	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
250	Whirlpool	5	250	True	10	4	2	35	85	15	0	0	0	8	100	4	5	6	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountNoSwitch	None	AnyExceptSelf
251	Beat Up	5	251	True	16	0	1	1	100	10	0	6	6	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
252	Fake Out	5	252	True	0	0	1	40	100	10	3	0	0	0	0	0	0	0	0	100	158	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
253	Uproar	5	253	True	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	159	0	0	9	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	RandomOpponent
254	Stockpile	5	254	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	160	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
255	Spit Up	5	255	True	0	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
256	Swallow	5	256	True	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	162	0	25	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	25	Self
257	Heat Wave	5	257	True	9	4	2	95	90	10	0	0	0	4	10	1	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacentOpponents
258	Hail	5	258	True	14	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	164	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
259	Torment	5	259	True	16	1	0	0	100	15	0	0	0	12	0	1	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	Permanent	None	AnyExceptSelf
260	Flatter	5	260	True	16	5	0	0	100	15	0	0	0	6	0	2	2	5	0	0	166	0	0	0	3	0	0	1	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	TurnCountSwitch	None	AnyExceptSelf
261	Will-O-Wisp	5	261	True	9	1	0	0	85	15	0	0	0	4	0	1	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
262	Memento	5	262	True	16	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
263	Facade	5	263	True	0	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
264	Focus Punch	5	264	True	1	0	1	150	100	20	253	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	100	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
265	Smelling Salts	5	265	False	0	0	1	70	100	10	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
266	Follow Me	5	266	True	0	13	0	0	101	20	2	0	0	0	0	0	0	0	0	0	172	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
267	Nature Power	5	267	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
268	Charge	5	268	True	12	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	174	0	0	7	4	0	0	1	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
269	Taunt	5	269	True	16	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
270	Helping Hand	5	270	True	0	13	0	0	101	20	5	0	0	0	0	0	0	0	0	0	176	0	0	2	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	None	None	Ally
271	Trick	5	271	True	13	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	None	None	AnyExceptSelf
272	Role Play	5	272	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
273	Wish	5	273	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	179	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	None	Self
274	Assist	5	274	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	180	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
275	Ingrain	5	275	True	11	1	0	0	101	20	0	0	0	21	0	1	0	0	0	0	181	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True	Permanent	None	Self
276	Superpower	5	276	True	1	7	1	120	100	5	0	0	0	0	0	0	0	0	0	0	182	0	0	0	1	2	0	255	255	0	100	100	0	95	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
277	Magic Coat	5	277	True	13	13	0	0	101	15	4	0	0	0	0	0	0	0	0	0	183	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
278	Recycle	5	278	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	184	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
279	Revenge	5	279	True	1	0	1	60	100	10	252	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
280	Brick Break	5	280	True	1	0	1	75	100	15	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
281	Yawn	5	281	True	0	1	0	0	101	10	0	0	0	14	0	2	2	2	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
282	Knock Off	5	282	True	16	0	1	65	100	20	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
283	Endeavor	5	283	True	0	0	1	1	100	5	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
284	Eruption	5	284	True	9	0	2	150	100	5	0	0	0	0	0	0	0	0	0	0	190	0	0	5	0	0	0	0	0	0	0	0	0	150	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
285	Skill Swap	5	285	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
286	Imprison	5	286	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	192	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	None	None	Self
287	Refresh	5	287	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	193	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
288	Grudge	5	288	True	7	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	194	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	None	None	Self
289	Snatch	5	289	False	16	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	195	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	None	None	Self
290	Secret Power	5	290	False	0	0	1	70	100	20	0	0	0	0	30	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
291	Dive	5	291	True	10	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	130	True	True	False	True	False	False	True	False	False	False	False	False	False	False	True	True	False	True	None	None	AnyExceptSelf
292	Arm Thrust	5	292	True	1	0	1	15	100	20	0	5	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	70	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
293	Camouflage	5	293	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	213	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
294	Tail Glow	5	294	False	6	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	321	0	0	7	3	0	0	3	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
295	Luster Purge	5	295	False	13	6	2	70	100	5	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	255	0	0	50	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
296	Mist Ball	5	296	False	13	6	2	70	100	5	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	255	0	0	50	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
297	Feather Dance	5	297	True	2	2	0	0	100	15	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	True	True	None	None	AnyExceptSelf
298	Teeter Dance	5	298	True	0	1	0	0	100	20	0	0	0	6	0	2	2	5	0	0	199	0	0	4	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	TurnCountSwitch	None	AllAdjacent
299	Blaze Kick	5	299	True	9	4	1	85	90	10	0	0	0	4	10	1	0	0	1	0	200	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
300	Mud Sport	5	300	False	4	10	0	0	101	15	0	0	0	0	0	0	0	0	0	0	201	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
301	Ice Ball	5	301	False	14	0	1	30	90	20	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
302	Needle Arm	5	302	False	11	0	1	60	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
303	Slack Off	5	303	True	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
304	Hyper Voice	5	304	True	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacentOpponents
305	Poison Fang	5	305	True	3	4	1	50	100	15	0	0	0	5	50	1	15	15	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	75	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
306	Crush Claw	5	306	True	0	6	1	75	95	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	50	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
307	Blast Burn	5	307	True	9	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
308	Hydro Cannon	5	308	True	10	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
309	Meteor Mash	5	309	True	8	7	1	90	90	10	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	1	0	0	20	0	0	130	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
310	Astonish	5	310	True	7	0	1	30	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
311	Weather Ball	5	311	True	0	0	2	50	100	10	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
312	Aromatherapy	5	312	True	11	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	102	0	0	6	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	None	None	AllAllies
313	Fake Tears	5	313	True	16	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	62	0	0	0	4	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
314	Air Cutter	5	314	True	2	0	2	60	95	25	0	0	0	0	0	0	0	0	1	0	43	0	0	5	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
315	Overheat	5	315	True	9	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	254	0	0	100	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
316	Odor Sleuth	5	316	False	0	1	0	0	101	40	0	0	0	17	0	1	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	True	False	True	Permanent	None	AnyExceptSelf
317	Rock Tomb	5	317	True	5	6	1	60	95	15	0	0	0	0	0	0	0	0	0	0	70	0	0	0	5	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
318	Silver Wind	5	318	False	6	7	2	60	100	5	0	0	0	0	0	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
319	Metal Sound	5	319	True	8	2	0	0	85	40	0	0	0	0	0	0	0	0	0	0	62	0	0	0	4	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
320	Grass Whistle	5	320	False	11	1	0	0	55	15	0	0	0	2	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
321	Tickle	5	321	True	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	205	0	0	0	1	2	0	255	255	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
322	Cosmic Power	5	322	True	13	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	206	0	0	7	2	4	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
323	Water Spout	5	323	True	10	0	2	150	100	5	0	0	0	0	0	0	0	0	0	0	190	0	0	5	0	0	0	0	0	0	0	0	0	150	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
324	Signal Beam	5	324	False	6	4	2	75	100	15	0	0	0	6	10	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
325	Shadow Punch	5	325	True	7	0	1	60	101	20	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
