235	Synthesis	Bulbasaur, Ivysaur, Venusaur, Oddish, Lotad, Seedot, Nuzleaf, Shiftry, Roselia, Budew, Roserade, Leafeon, Maractus, Rowlet, Dartrix, Decidueye, Bounsweet, Gossifleur, Eldegoss
236	Moonlight	Clefairy, Clefable, Oddish, Gloom, Vileplume, Bellossom, Umbreon, Lunatone, Munna, Musharna, Noivern, Morelull, Shiinotic, Lunala, Necrozma-0, Necrozma-1, Necrozma-2
237	Hidden Power	
238	Cross Chop	Machop, Machoke, Machamp, Riolu, Croagunk, Binacle, Barbaracle, Hawlucha, Incineroar, Obstagoon
239	Twister	Gyarados, Mantine, Wingull, Milotic, Mantyke, Drampa, Flapple
240	Rain Dance	Squirtle, Wartortle, Blastoise, Butterfree, Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Clefairy, Clefable, Vulpix-1, Ninetales-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Machop, Machoke, Machamp, Shellder, Cloyster, Gastly, Haunter, Gengar, Krabby, Kingler, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Goldeen, Seaking, Mr. Mime-0, Mr. Mime-1, Gyarados, Lapras, Eevee, Vaporeon, Jolteon, Flareon, Snorlax, Mewtwo, Mew, Hoothoot, Noctowl, Chinchou, Lanturn, Pichu, Cleffa, Togepi, Togetic, Natu, Xatu, Wooper, Quagsire, Espeon, Umbreon, Qwilfish, Sneasel, Swinub, Piloswine, Corsola-0, Corsola-1, Remoraid, Octillery, Delibird, Mantine, Tyrogue, Hitmontop, Larvitar, Pupitar, Tyranitar, Celebi, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Wingull, Pelipper, Ralts, Kirlia, Gardevoir, Sableye, Mawile, Electrike, Manectric, Roselia, Wailmer, Wailord, Lunatone, Solrock, Barboach, Whiscash, Corphish, Crawdaunt, Baltoy, Claydol, Feebas, Milotic, Duskull, Dusclops, Snorunt, Glalie, Jirachi, Budew, Roserade, Vespiquen, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Drifloon, Drifblim, Stunky, Skuntank, Bronzor, Bronzong, Mime Jr., Munchlax, Riolu, Lucario, Skorupi, Drapion, Croagunk, Toxicroak, Mantyke, Snover, Abomasnow, Weavile, Rhyperior, Togekiss, Leafeon, Glaceon, Mamoswine, Gallade, Dusknoir, Froslass, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Munna, Musharna, Pidove, Tranquill, Unfezant, Woobat, Swoobat, Timburr, Gurdurr, Conkeldurr, Tympole, Palpitoad, Seismitoad, Throh, Sawk, Basculin-0, Basculin-1, Maractus, Scraggy, Scrafty, Sigilyph, Yamask-0, Yamask-1, Cofagrigus, Trubbish, Garbodor, Minccino, Cinccino, Gothita, Gothorita, Gothitelle, Solosis, Duosion, Reuniclus, Vanillite, Vanillish, Vanilluxe, Karrablast, Escavalier, Frillish, Jellicent, Joltik, Galvantula, Elgyem, Beheeyem, Axew, Fraxure, Haxorus, Cubchoo, Beartic, Shelmet, Accelgor, Stunfisk-0, Stunfisk-1, Golett, Golurk, Pawniard, Bisharp, Rufflet, Braviary, Vullaby, Mandibuzz, Heatmor, Deino, Zweilous, Hydreigon, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Keldeo-0, Keldeo-1, Pancham, Pangoro, Espurr, Meowstic-0, Meowstic-1, Honedge, Doublade, Aegislash-0, Aegislash-1, Spritzee, Aromatisse, Swirlix, Slurpuff, Inkay, Malamar, Binacle, Barbaracle, Helioptile, Heliolisk, Sylveon, Hawlucha, Goomy, Sliggoo, Goodra, Bergmite, Avalugg, Popplio, Brionne, Primarina, Grubbin, Charjabug, Vikavolt, Wishiwashi-0, Wishiwashi-1, Mareanie, Toxapex, Dewpider, Araquanid, Shiinotic, Oranguru, Passimian, Wimpod, Golisopod, Pyukumuku, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Drampa, Dhelmise, Sobble, Drizzile, Inteleon, Chewtle, Drednaw, Cramorant-0, Cramorant-1, Cramorant-2, Arrokuda, Barraskewda, Obstagoon, Perrserker, Cursola, Mr. Rime, Runerigus, Pincurchin, Dracozolt, Arctozolt, Dracovish, Arctovish
241	Sunny Day	Bulbasaur, Ivysaur, Venusaur, Charmander, Charmeleon, Charizard, Butterfree, Clefairy, Clefable, Vulpix-0, Ninetales-0, Oddish, Gloom, Vileplume, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Growlithe, Arcanine, Machop, Machoke, Machamp, Ponyta-0, Rapidash-0, Farfetch’d-0, Farfetch’d-1, Gastly, Haunter, Gengar, Onix, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Mr. Mime-0, Mr. Mime-1, Eevee, Vaporeon, Jolteon, Flareon, Snorlax, Mewtwo, Mew, Hoothoot, Noctowl, Cleffa, Togepi, Togetic, Natu, Xatu, Bellossom, Sudowoodo, Espeon, Umbreon, Steelix, Shuckle, Sneasel, Corsola-0, Corsola-1, Remoraid, Octillery, Tyrogue, Hitmontop, Larvitar, Pupitar, Tyranitar, Celebi, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Seedot, Nuzleaf, Shiftry, Ralts, Kirlia, Gardevoir, Nincada, Ninjask, Shedinja, Sableye, Mawile, Roselia, Torkoal, Trapinch, Vibrava, Flygon, Solrock, Baltoy, Claydol, Duskull, Dusclops, Jirachi, Budew, Roserade, Vespiquen, Cherubi, Cherrim-0, Cherrim-1, Drifloon, Drifblim, Stunky, Skuntank, Bronzor, Bronzong, Bonsly, Mime Jr., Munchlax, Riolu, Lucario, Hippopotas, Hippowdon, Skorupi, Drapion, Croagunk, Toxicroak, Weavile, Rhyperior, Togekiss, Leafeon, Glaceon, Gallade, Dusknoir, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Pidove, Tranquill, Unfezant, Timburr, Gurdurr, Conkeldurr, Throh, Sawk, Cottonee, Whimsicott, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Maractus, Scraggy, Scrafty, Trubbish, Garbodor, Minccino, Cinccino, Ferroseed, Ferrothorn, Litwick, Lampent, Chandelure, Axew, Fraxure, Haxorus, Rufflet, Braviary, Vullaby, Mandibuzz, Heatmor, Deino, Zweilous, Hydreigon, Virizion, Reshiram, Kyurem-0, Kyurem-1, Kyurem-2, Keldeo-0, Keldeo-1, Pancham, Pangoro, Espurr, Meowstic-0, Meowstic-1, Aegislash-0, Aegislash-1, Spritzee, Aromatisse, Swirlix, Slurpuff, Inkay, Malamar, Heliolisk, Sylveon, Hawlucha, Goomy, Sliggoo, Goodra, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Noibat, Noivern, Rowlet, Dartrix, Decidueye, Litten, Torracat, Incineroar, Cutiefly, Ribombee, Morelull, Shiinotic, Bounsweet, Steenee, Tsareena, Oranguru, Passimian, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Turtonator, Drampa, Dhelmise, Solgaleo, Lunala, Grookey, Thwackey, Rillaboom, Scorbunny, Raboot, Cinderace, Gossifleur, Eldegoss, Flapple, Appletun, Sizzlipede, Centiskorch, Obstagoon, Perrserker, Cursola, Sirfetch’d, Mr. Rime, Dracozolt
242	Crunch	Charmander, Charmeleon, Charizard, Blastoise, Meowth-2, Growlithe, Arcanine, Rhyhorn, Rhydon, Gyarados, Snorlax, Mew, Umbreon, Steelix, Larvitar, Pupitar, Tyranitar, Mawile, Electrike, Manectric, Trapinch, Vibrava, Flygon, Corphish, Crawdaunt, Snorunt, Glalie, Stunky, Skuntank, Riolu, Lucario, Hippopotas, Hippowdon, Skorupi, Drapion, Rhyperior, Froslass, Basculin-0, Basculin-1, Scraggy, Scrafty, Axew, Fraxure, Haxorus, Stunfisk-1, Durant, Deino, Zweilous, Hydreigon, Reshiram, Zekrom, Pancham, Pangoro, Bergmite, Avalugg, Litten, Torracat, Incineroar, Grubbin, Charjabug, Vikavolt, Dewpider, Araquanid, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Solgaleo, Skwovet, Greedent, Thievul, Drednaw, Yamper, Boltund, Arrokuda, Barraskewda, Sizzlipede, Centiskorch, Grimmsnarl, Perrserker, Morpeko-0, Morpeko-1, Dracovish, Arctovish, Zacian-0, Zacian-1, Zamazenta-0, Zamazenta-1
243	Mirror Coat	Squirtle, Mr. Mime-1, Wobbuffet, Corsola-0, Corsola-1, Mantine, Feebas, Wynaut, Shellos-0, Shellos-1, Mantyke, Glaceon, Gothita, Vanillite, Vanillish, Vanilluxe, Bergmite, Dewpider, Araquanid, Pyukumuku, Orbeetle, Cursola, Mr. Rime, Snom, Duraludon
244	Psych Up	Espeon, Gothita, Gothorita, Gothitelle, Elgyem, Aromatisse, Sylveon, Oranguru, Marshadow, Indeedee-0, Indeedee-1
245	Extreme Speed	Arcanine, Zigzagoon-0, Lucario, Togekiss
246	Ancient Power	Charmander, Diglett-0, Diglett-1, Krabby, Lapras, Mewtwo, Mew, Togepi, Togetic, Wooper, Swinub, Piloswine, Corsola-0, Corsola-1, Larvitar, Celebi, Mawile, Torkoal, Corphish, Baltoy, Claydol, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Togekiss, Mamoswine, Sigilyph, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Binacle, Barbaracle, Rolycoly, Carkol, Coalossal, Cursola, Stonjourner, Dracozolt, Arctozolt, Dracovish, Arctovish
247	Shadow Ball	Butterfree, Clefairy, Clefable, Ninetales-0, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Gastly, Haunter, Gengar, Koffing, Weezing-0, Weezing-1, Mr. Mime-0, Mr. Mime-1, Eevee, Vaporeon, Jolteon, Flareon, Snorlax, Mewtwo, Mew, Hoothoot, Noctowl, Cleffa, Togepi, Togetic, Natu, Xatu, Espeon, Umbreon, Qwilfish, Sneasel, Corsola-0, Corsola-1, Celebi, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Seedot, Nuzleaf, Shiftry, Ralts, Kirlia, Gardevoir, Nincada, Ninjask, Shedinja, Sableye, Mawile, Roselia, Lunatone, Solrock, Baltoy, Claydol, Duskull, Dusclops, Snorunt, Glalie, Jirachi, Budew, Roserade, Drifloon, Drifblim, Stunky, Skuntank, Bronzor, Bronzong, Mime Jr., Munchlax, Lucario, Skorupi, Drapion, Croagunk, Toxicroak, Snover, Abomasnow, Weavile, Togekiss, Leafeon, Glaceon, Gallade, Dusknoir, Froslass, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Munna, Musharna, Woobat, Swoobat, Whimsicott, Sigilyph, Yamask-0, Yamask-1, Cofagrigus, Gothita, Gothorita, Gothitelle, Solosis, Duosion, Reuniclus, Frillish, Jellicent, Elgyem, Beheeyem, Litwick, Lampent, Chandelure, Golett, Golurk, Vullaby, Mandibuzz, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Meowstic-0, Meowstic-1, Aegislash-0, Aegislash-1, Sylveon, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Noibat, Noivern, Decidueye, Primarina, Oranguru, Passimian, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Mimikyu-0, Mimikyu-1, Drampa, Dhelmise, Lunala, Marshadow, Cinderace, Inteleon, Dottler, Orbeetle, Thievul, Sinistea-0, Sinistea-1, Polteageist-0, Polteageist-1, Hatterene, Obstagoon, Perrserker, Cursola, Mr. Rime, Runerigus, Indeedee-0, Indeedee-1, Drakloak, Dragapult, Eternatus-0, Eternatus-1
248	Future Sight	Raichu-1, Ponyta-1, Rapidash-1, Mr. Mime-0, Mr. Mime-1, Lapras, Mewtwo, Mew, Noctowl, Togepi, Togetic, Natu, Xatu, Espeon, Delibird, Celebi, Ralts, Kirlia, Gardevoir, Lunatone, Barboach, Whiscash, Claydol, Duskull, Dusclops, Jirachi, Bronzor, Bronzong, Mime Jr., Togekiss, Gallade, Dusknoir, Munna, Musharna, Woobat, Swoobat, Darmanitan-0, Darmanitan-1, Sigilyph, Gothita, Gothorita, Gothitelle, Solosis, Duosion, Reuniclus, Beheeyem, Meowstic-1, Inkay, Malamar, Oranguru, Solgaleo, Lunala, Necrozma-0, Necrozma-1, Necrozma-2, Dottler, Orbeetle, Hatterene, Mr. Rime, Indeedee-0, Indeedee-1
249	Rock Smash	Farfetch’d-1, Riolu, Lucario, Sawk, Mudbray, Mudsdale, Passimian, Golisopod, Rookidee, Clobbopus, Grapploct, Sirfetch’d, Falinks, Cufant, Copperajah, Duraludon
250	Whirlpool	Squirtle, Wartortle, Blastoise, Shellder, Cloyster, Krabby, Kingler, Rhydon, Goldeen, Seaking, Gyarados, Lapras, Vaporeon, Snorlax, Mew, Chinchou, Lanturn, Wooper, Quagsire, Qwilfish, Sneasel, Corsola-0, Corsola-1, Remoraid, Octillery, Mantine, Tyranitar, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Pelipper, Wailmer, Wailord, Barboach, Whiscash, Corphish, Crawdaunt, Feebas, Milotic, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Munchlax, Mantyke, Weavile, Rhyperior, Basculin-0, Basculin-1, Frillish, Jellicent, Barbaracle, Popplio, Brionne, Primarina, Wishiwashi-0, Wishiwashi-1, Dhelmise, Sobble, Drizzile, Inteleon, Chewtle, Drednaw, Cramorant-0, Cramorant-1, Cramorant-2, Arrokuda, Barraskewda, Grapploct, Obstagoon, Cursola, Eiscue-0, Eiscue-1, Dracovish, Arctovish
251	Beat Up	Charmander, Charmeleon, Charizard, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Persian-1, Mew, Sneasel, Seedot, Nuzleaf, Shiftry, Vespiquen, Weavile, Cottonee, Whimsicott, Scraggy, Scrafty, Vanilluxe, Pawniard, Bisharp, Durant, Zweilous, Hydreigon, Pangoro, Binacle, Barbaracle, Wishiwashi-0, Wishiwashi-1, Salandit, Salazzle, Passimian, Mimikyu-0, Mimikyu-1, Nickit, Thievul, Falinks, Drakloak, Dragapult
252	Fake Out	Squirtle, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Hitmonlee, Hitmonchan, Mr. Mime-0, Mr. Mime-1, Pichu, Sneasel, Delibird, Tyrogue, Hitmontop, Lombre, Ludicolo, Nuzleaf, Shiftry, Sableye, Mime Jr., Croagunk, Purrloin, Liepard, Scraggy, Gothita, Espurr, Meowstic-0, Meowstic-1, Litten, Salandit, Togedemaru, Zeraora, Grookey, Impidimp, Morgrem, Grimmsnarl, Perrserker, Indeedee-0, Indeedee-1, Morpeko-0, Morpeko-1
253	Uproar	Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Clefairy, Clefable, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Farfetch’d-0, Gastly, Haunter, Gengar, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Mr. Mime-0, Mr. Mime-1, Gyarados, Snorlax, Mew, Hoothoot, Noctowl, Pichu, Cleffa, Togepi, Togetic, Bellossom, Sudowoodo, Tyrogue, Hitmontop, Larvitar, Pupitar, Tyranitar, Celebi, Lotad, Lombre, Ludicolo, Wingull, Pelipper, Ninjask, Electrike, Manectric, Roselia, Vibrava, Flygon, Whiscash, Jirachi, Budew, Roserade, Vespiquen, Bonsly, Mime Jr., Munchlax, Rhyperior, Togekiss, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Pidove, Tranquill, Unfezant, Woobat, Swoobat, Tympole, Palpitoad, Seismitoad, Basculin-0, Basculin-1, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Maractus, Minccino, Cinccino, Gothita, Gothorita, Gothitelle, Vanillite, Vanillish, Vanilluxe, Klink, Klang, Klinklang, Elgyem, Beheeyem, Stunfisk-0, Stunfisk-1, Deino, Zweilous, Hydreigon, Diggersby, Pancham, Pangoro, Binacle, Barbaracle, Noibat, Noivern, Popplio, Brionne, Primarina, Wishiwashi-0, Wishiwashi-1, Passimian, Turtonator, Drampa, Jangmo-o, Hakamo-o, Kommo-o, Grookey, Thwackey, Rillaboom, Skwovet, Greedent, Yamper, Boltund, Cramorant-0, Cramorant-1, Cramorant-2, Toxtricity-0, Toxtricity-1, Impidimp, Morgrem, Grimmsnarl, Perrserker, Mr. Rime, Morpeko-0, Morpeko-1
254	Stockpile	Koffing, Snorlax, Lanturn, Wooper, Qwilfish, Pelipper, Mawile, Shellos-0, Shellos-1, Drifloon, Drifblim, Munchlax, Hippopotas, Trubbish, Garbodor, Heatmor, Mareanie, Dewpider, Skwovet, Greedent, Cramorant-0, Cramorant-1, Cramorant-2
255	Spit Up	Koffing, Lanturn, Wooper, Qwilfish, Pelipper, Mawile, Shellos-0, Shellos-1, Drifloon, Drifblim, Hippopotas, Heatmor, Mareanie, Dewpider, Skwovet, Greedent, Cramorant-0, Cramorant-1, Cramorant-2
256	Swallow	Koffing, Snorlax, Lanturn, Wooper, Pelipper, Mawile, Shellos-0, Shellos-1, Drifloon, Drifblim, Munchlax, Hippopotas, Trubbish, Garbodor, Heatmor, Mareanie, Skwovet, Greedent, Cramorant-0, Cramorant-1, Cramorant-2
257	Heat Wave	Charmander, Charmeleon, Charizard, Vulpix-0, Ninetales-0, Growlithe, Arcanine, Ponyta-0, Rapidash-0, Farfetch’d-0, Weezing-0, Weezing-1, Flareon, Mew, Hoothoot, Noctowl, Togetic, Natu, Xatu, Shiftry, Torkoal, Vibrava, Flygon, Solrock, Togekiss, Pidove, Tranquill, Unfezant, Woobat, Swoobat, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Sigilyph, Litwick, Lampent, Chandelure, Rufflet, Braviary, Vullaby, Mandibuzz, Heatmor, Hydreigon, Reshiram, Noibat, Noivern, Litten, Torracat, Incineroar, Salandit, Salazzle, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Turtonator, Drampa, Lunala, Necrozma-0, Necrozma-1, Necrozma-2, Scorbunny, Raboot, Cinderace, Carkol, Coalossal, Sizzlipede, Centiskorch
258	Hail	Squirtle, Wartortle, Blastoise, Vulpix-1, Ninetales-1, Shellder, Cloyster, Krabby, Kingler, Goldeen, Seaking, Mr. Mime-1, Gyarados, Lapras, Vaporeon, Mewtwo, Mew, Chinchou, Lanturn, Wooper, Quagsire, Qwilfish, Sneasel, Swinub, Piloswine, Corsola-0, Corsola-1, Delibird, Mantine, Lotad, Lombre, Ludicolo, Wingull, Pelipper, Wailmer, Wailord, Lunatone, Barboach, Whiscash, Corphish, Crawdaunt, Feebas, Milotic, Snorunt, Glalie, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Mantyke, Snover, Abomasnow, Weavile, Glaceon, Mamoswine, Froslass, Tympole, Palpitoad, Seismitoad, Basculin-0, Basculin-1, Vanillite, Vanillish, Vanilluxe, Frillish, Jellicent, Cubchoo, Beartic, Kyurem-0, Kyurem-1, Kyurem-2, Keldeo-0, Keldeo-1, Goodra, Bergmite, Avalugg, Popplio, Brionne, Primarina, Wishiwashi-0, Wishiwashi-1, Mareanie, Toxapex, Wimpod, Golisopod, Pyukumuku, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Cursola, Mr. Rime, Frosmoth, Eiscue-0, Eiscue-1, Arctozolt, Arctovish
259	Torment	Nuzleaf, Shiftry, Sableye, Purrloin, Liepard, Gothita, Pawniard, Bisharp, Salazzle, Nickit, Impidimp, Morgrem, Grimmsnarl, Morpeko-0, Morpeko-1
260	Flatter	Meowth-1, Sableye, Croagunk, Toxicroak, Woobat, Gothita, Gothorita, Gothitelle, Vullaby, Mandibuzz, Impidimp, Morgrem, Grimmsnarl, Morpeko-0, Morpeko-1
261	Will-O-Wisp	Charmander, Charmeleon, Charizard, Vulpix-0, Ninetales-0, Growlithe, Arcanine, Ponyta-0, Rapidash-0, Gastly, Haunter, Gengar, Koffing, Weezing-0, Weezing-1, Flareon, Mewtwo, Mew, Corsola-1, Ralts, Kirlia, Gardevoir, Shedinja, Sableye, Torkoal, Solrock, Duskull, Dusclops, Drifloon, Drifblim, Gallade, Dusknoir, Froslass, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Yamask-0, Yamask-1, Cofagrigus, Frillish, Jellicent, Litwick, Lampent, Chandelure, Heatmor, Reshiram, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Litten, Torracat, Incineroar, Salandit, Salazzle, Turtonator, Mimikyu-0, Mimikyu-1, Lunala, Marshadow, Rolycoly, Carkol, Coalossal, Centiskorch, Sinistea-0, Sinistea-1, Polteageist-0, Polteageist-1, Cursola, Runerigus, Drakloak, Dragapult
262	Memento	Vulpix-0, Diglett-0, Diglett-1, Koffing, Weezing-0, Weezing-1, Delibird, Ralts, Duskull, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Drifloon, Stunky, Skuntank, Cottonee, Whimsicott, Yamask-0, Yamask-1, Litwick, Lampent, Chandelure, Pyukumuku, Sinistea-0, Sinistea-1, Polteageist-0, Polteageist-1, Pincurchin
